id,Umsatz
1906053,194.31694
1906054,108.22592
1906055,303.64938
1906061,128.94902
1906062,436.5964
1906063,185.73894
1906064,87.68942
1906065,295.07138
1906071,128.94902
1906072,436.5964
1906073,185.73895
1906074,87.68942
1906075,295.07138
1906081,177.36528
1906082,513.40533
1906083,234.98718
1906084,124.49246
1906085,344.3196
1906091,171.36107
1906092,505.8482
1906093,228.98293
1906094,118.48822
1906095,338.3154
1906101,123.091415
1906102,431.18494
1906103,179.73471
1906104,78.81143
1906105,289.06717
1906111,128.94902
1906112,436.5964
1906113,185.73894
1906114,87.68942
1906115,295.07138
1906121,128.94902
1906122,436.5964
1906123,185.73894
1906124,87.68942
1906125,295.07138
1906131,138.87543
1906132,459.8886
1906133,194.31694
1906134,108.22592
1906135,303.64935
1906141,138.87543
1906142,459.8886
1906143,194.31694
1906144,108.22592
1906145,303.64938
1906151,177.36528
1906152,513.40533
1906153,234.98718
1906154,124.49246
1906155,344.3196
1906161,186.24733
1906162,533.72345
1906163,243.56517
1906164,143.70074
1906165,352.89758
1906171,138.87543
1906172,459.8886
1906173,194.31694
1906174,108.22592
1906175,303.64938
1906181,138.87543
1906182,459.8886
1906183,194.31694
1906184,108.22592
1906185,303.64938
1906191,138.87543
1906192,459.8886
1906193,194.31694
1906194,108.22592
1906195,303.64938
1906201,128.949
1906202,436.5964
1906203,185.73894
1906204,87.68942
1906205,295.07138
1906211,128.94902
1906212,436.5964
1906213,185.73894
1906214,87.68942
1906215,295.07138
1906221,177.36528
1906222,513.40533
1906223,234.98718
1906224,124.49246
1906225,344.3196
1906231,186.24733
1906232,533.72345
1906233,243.56517
1906234,143.70074
1906235,352.89758
1906241,138.87543
1906242,459.8886
1906243,194.31694
1906244,108.22592
1906245,303.64938
1906251,138.87543
1906252,459.8886
1906253,194.31694
1906254,108.22592
1906255,303.64938
1906261,138.87543
1906262,459.8886
1906263,194.31694
1906264,108.22592
1906265,303.64938
1906271,128.94902
1906272,436.5964
1906273,185.73894
1906274,87.68942
1906275,295.07138
1906281,138.87543
1906282,459.8886
1906283,194.31694
1906284,108.22592
1906285,303.64938
1906291,186.24733
1906292,533.72345
1906293,243.56517
1906294,143.70074
1906295,352.89758
1906301,186.24733
1906302,533.72345
1906303,243.56517
1906304,143.70074
1906305,352.89758
1907011,178.1039
1907012,514.64185
1907013,235.04399
1907014,131.48735
1907015,344.3764
1907021,168.8441
1907022,491.34967
1907023,226.46599
1907024,115.97128
1907025,335.7984
1907031,168.84412
1907032,491.34967
1907033,226.46599
1907034,115.97128
1907035,335.79846
1907041,168.8441
1907042,491.34967
1907043,226.46599
1907044,115.97128
1907045,335.79846
1907051,168.8441
1907052,491.34967
1907053,226.46599
1907054,115.97128
1907055,335.79846
1907061,218.09235
1907062,563.48914
1907063,275.71423
1907064,165.21951
1907065,385.0467
1907071,218.09235
1907072,563.48914
1907073,275.71423
1907074,165.21951
1907075,385.0467
1907081,168.8441
1907082,491.34967
1907083,226.46599
1907084,115.97128
1907085,335.79846
1907091,168.8441
1907092,491.34967
1907093,226.46602
1907094,115.97128
1907095,335.79846
1907111,168.8441
1907112,491.34967
1907113,226.46599
1907114,115.97128
1907115,335.79846
1907121,168.8441
1907122,491.34967
1907123,226.46599
1907124,115.97128
1907125,335.79846
1907131,218.09235
1907132,563.48914
1907133,275.71423
1907134,165.21951
1907135,385.0467
1907141,218.09235
1907142,563.48914
1907143,275.71423
1907144,165.21951
1907145,385.0467
1907151,168.8441
1907152,491.34967
1907153,226.46599
1907154,115.97128
1907155,335.79846
1907161,168.8441
1907162,491.34967
1907163,226.46599
1907164,115.97127
1907165,335.7984
1907171,168.8441
1907172,491.34967
1907173,226.46599
1907174,115.97128
1907175,335.79846
1907181,178.1039
1907182,514.64185
1907183,235.04399
1907184,131.48735
1907185,344.3764
1907191,178.1039
1907192,514.64185
1907193,235.04399
1907194,131.48735
1907195,344.3764
1907201,226.67033
1907202,574.45056
1907203,284.29224
1907204,173.79749
1907205,393.62466
1907211,218.09235
1907212,563.48914
1907213,275.71423
1907214,165.21951
1907215,385.0467
1907221,168.8441
1907222,491.34967
1907223,226.46599
1907224,115.97128
1907225,335.79846
1907231,178.10387
1907232,514.64185
1907233,235.04399
1907234,131.48735
1907235,344.3764
1907241,178.1039
1907242,514.64185
1907243,235.04399
1907244,131.48735
1907245,344.3764
1907251,178.1039
1907252,514.64185
1907253,235.04399
1907254,131.48735
1907255,344.3764
1907261,178.1039
1907262,514.64185
1907263,235.04399
1907264,131.48735
1907265,344.3764
1907271,226.67033
1907272,574.45056
1907273,284.29224
1907274,173.79749
1907275,393.62466
1907281,226.67033
1907282,574.45056
1907283,284.29224
1907284,173.79749
1907285,393.62466
1907291,178.1039
1907292,514.64185
1907293,235.04396
1907294,131.48735
1907295,344.3764
1907301,178.1039
1907302,514.64185
1907303,235.04399
1907304,131.48735
1907305,344.3764
